global_sales
0.15
0.27
0.83
0.57
1.23
0.43
0.45
0.02
0.09
0.16
0.02
0.04
4.44
0.66
0.02
0.02
0.02
0.14
0.2
0.05
0.38
0.34
0.25
0.06
0.05
0.04
2.32
0.18
0.33
0.06
0.09
0.08
0.08
0.03
0.66
0.05
0.06
0.06
0.22
0.01
0.84
0.34
0.04
0.05
0.06
0.06
0.08
0.08
0.06
0.13
0.04
0.3
0.39
0.55
0.03
0.08
0.02
0.81
0.18
0.16
0.09
1.0
0.65
0.05
0.06
2.2
0.06
0.13
0.05
0.26
0.32
0.13
1.35
0.21
0.14
1.7
0.04
0.21
0.27
1.36
6.83
0.14
0.4
0.37
0.03
4.61
0.15
0.33
0.05
0.74
0.37
0.42
0.03
0.35
0.03
0.02
0.54
0.18
0.38
0.14
0.31
0.15
0.05
0.16
0.21
0.35
0.05
0.02
0.09
0.13
0.02
0.51
0.52
0.1
0.04
0.11
0.03
1.0
0.09
0.51
0.34
0.15
0.03
0.08
0.02
0.45
0.4
0.11
0.06
0.15
0.67
0.38
0.05
0.03
1.0
0.05
0.17
0.87
0.01
0.06
0.3
0.1
1.36
2.88
2.34
0.66
0.19
0.01
0.07
0.01
0.52
3.92
0.15
1.17
0.51
0.03
0.06
0.11
0.22
0.11
0.69
0.62
0.05
0.22
0.02
0.08
0.16
1.05
0.03
1.68
0.54
0.25
0.03
0.82
0.05
0.02
0.03
0.73
0.05
0.66
0.02
2.61
0.22
0.11
0.23
0.07
0.29
0.17
0.05
0.06
0.07
5.2
0.14
0.11
0.1
0.25
0.09
0.02
0.33
0.11
0.31
0.77
7.07
0.53
3.22
0.24
0.02
0.06
0.19
0.23
0.01
0.1
0.26
0.09
0.06
0.1
1.01
0.05
13.04
0.03
0.04
0.56
0.38
0.1
0.67
0.58
0.29
0.31
0.26
0.7
0.16
0.13
0.1
0.19
1.08
0.1
0.2
0.03
0.07
0.04
0.08
0.74
0.06
0.25
0.15
0.29
0.07
0.65
0.09
0.44
0.17
0.74
0.01
0.51
13.51
0.46
0.18
0.01
0.02
0.07
0.2
0.28
0.53
0.12
0.32
0.07
0.13
0.51
0.05
0.01
0.02
0.37
1.15
0.08
0.01
0.11
0.1
0.19
0.48
0.58
0.53
0.5
0.59
0.58
0.33
0.81
0.43
0.04
4.91
0.03
0.05
0.05
1.19
0.89
0.57
0.14
0.17
0.06
0.07
0.35
0.27
0.06
0.03
2.94
0.27
0.01
0.27
0.34
0.21
0.77
1.5
0.24
0.03
0.3
0.34
0.03
0.89
0.25
0.2
0.46
2.22
0.08
0.06
0.17
0.13
2.18
0.32
0.01
0.03
0.01
0.06
0.01
0.3
0.73
0.01
0.88
0.14
0.04
0.33
1.47
0.22
0.25
0.09
0.9
3.83
1.27
0.03
0.13
0.44
1.4
2.18
0.21
1.55
0.02
0.1
0.8
0.05
0.57
0.38
0.08
0.32
0.02
0.04
0.11
0.08
0.03
0.03
0.05
0.11
0.3
0.57
0.01
0.38
0.19
0.35
0.41
0.02
0.33
0.2
0.4
2.67
0.07
0.37
0.03
0.53
0.03
0.85
0.44
0.55
0.03
0.05
0.69
0.04
0.31
0.63
0.05
0.06
0.13
0.11
0.22
0.92
1.05
0.01
0.02
0.03
1.37
0.43
0.09
0.08
0.65
0.02
0.92
0.23
0.11
0.05
0.08
0.36
0.52
0.43
1.35
0.01
0.09
0.06
0.02
0.03
0.03
0.59
0.73
0.24
3.17
0.02
0.05
0.1
0.01
0.57
0.21
0.16
0.08
9.76
0.04
0.31
0.05
0.15
0.7
0.15
0.13
0.08
1.18
0.03
1.35
0.01
0.02
2.04
0.05
0.29
0.3
0.01
0.06
0.03
1.46
0.06
0.45
0.05
1.06
1.66
0.07
9.09
0.12
0.41
0.46
0.01
0.17
0.18
0.44
0.18
0.05
0.04
0.06
0.07
0.28
0.49
0.28
0.31
1.64
0.44
0.17
0.02
1.11
0.63
0.28
0.04
6.03
0.12
0.15
0.56
0.23
0.42
0.22
0.12
0.14
0.02
1.1
0.01
0.46
0.41
1.52
0.02
0.13
0.13
0.39
0.23
0.37
0.02
2.57
0.14
0.04
0.02
0.22
0.06
0.28
0.07
0.28
0.04
0.02
0.11
8.33
0.23
2.79
1.79
2.98
0.9
0.08
0.01
0.69
0.5
0.44
0.04
0.08
0.32
0.04
0.24
0.06
0.09
0.4
0.28
0.06
0.03
0.02
0.53
1.48
0.17
0.18
0.29
0.36
0.44
1.48
0.47
0.12
1.07
0.05
0.01
0.06
1.33
0.16
0.1
0.28
0.21
0.55
2.23
0.08
0.03
1.63
0.33
0.02
0.06
0.89
0.23
0.21
0.36
0.06
0.05
0.15
0.24
0.45
0.37
0.77
0.07
0.02
1.09
0.12
0.04
0.04
1.6
0.02
0.03
0.03
0.17
0.27
0.05
0.04
0.35
0.02
1.1
0.02
0.04
0.02
0.01
0.39
2.96
0.26
0.03
0.46
0.2
0.02
0.01
2.4
0.04
0.43
0.09
0.06
1.13
1.18
0.31
2.9
0.13
0.02
1.33
0.05
0.12
0.12
0.38
0.1
0.28
0.9
0.03
0.01
0.03
1.78
0.05
0.02
0.16
3.13
0.02
0.04
0.31
0.09
2.99
0.04
0.53
0.02
2.14
0.32
0.76
0.18
0.02
0.5
0.14
0.04
0.42
1.4
0.1
0.27
0.03
0.01
0.26
0.33
0.23
0.05
0.02
0.2
0.11
0.94
0.1
0.23
0.26
0.13
1.35
0.07
0.11
0.3
0.2
0.02
0.97
0.09
0.04
0.5
1.03
0.68
0.04
0.03
0.16
0.05
0.34
0.14
0.83
0.03
0.35
0.17
0.06
0.09
0.31
0.04
0.37
0.07
0.45
0.02
0.05
0.39
0.06
0.23
0.07
6.34
0.02
0.1
2.07
0.13
3.18
0.03
0.06
0.28
0.28
0.23
0.03
1.49
0.2
0.17
0.25
0.21
0.23
0.64
1.06
0.01
0.66
0.12
0.37
0.12
0.19
0.04
0.02
0.12
0.29
0.13
0.53
0.3
0.11
0.07
0.16
0.03
0.47
0.1
0.07
0.04
0.57
0.07
0.11
0.04
0.24
0.38
0.89
0.01
0.11
0.27
1.01
0.07
0.27
0.15
0.32
0.09
0.42
0.11
0.18
0.4
0.19
0.54
0.13
0.27
0.05
0.01
0.58
0.14
12.14
20.81
0.22
1.08
0.07
0.87
0.04
0.19
0.15
0.02
0.47
0.25
0.14
0.15
0.02
0.21
0.04
0.6
0.44
0.06
3.12
0.02
0.19
0.02
1.35
0.26
0.04
0.03
0.02
3.17
0.01
0.06
0.88
0.07
0.32
2.62
0.46
2.3
0.02
0.52
0.36
2.13
0.55
0.33
2.08
0.08
0.07
0.1
0.02
0.03
0.04
0.04
0.18
2.79
0.73
0.01
1.2
1.46
0.19
0.06
2.58
0.34
0.86
0.92
0.13
0.17
0.02
1.47
0.29
0.15
0.05
0.02
0.02
0.12
0.01
0.05
0.14
0.04
0.19
0.01
0.28
0.08
0.01
0.41
0.06
0.56
0.34
0.03
1.58
0.05
0.04
0.04
0.02
0.24
0.06
0.2
0.16
0.03
1.44
0.31
0.29
0.52
0.02
0.59
1.08
2.45
0.17
1.43
0.01
0.02
0.07
0.65
0.06
0.52
1.3
0.37
0.22
0.06
0.11
0.03
0.05
0.15
0.8
2.82
0.09
0.01
0.14
0.13
0.15
0.16
0.14
0.17
0.23
0.02
0.46
0.21
0.29
0.21
1.32
0.23
0.22
0.04
0.38
1.97
0.16
0.19
0.1
0.11
0.93
0.08
0.56
0.04
0.62
1.76
0.02
0.38
0.32
0.58
3.23
0.17
0.1
0.17
0.02
0.14
0.05
0.4
0.98
0.05
0.1
0.29
0.88
4.22
0.15
0.35
0.05
0.08
0.02
0.09
0.03
0.56
0.25
0.2
0.01
0.96
0.51
0.04
1.67
1.19
0.15
0.22
0.16
0.04
1.3
1.04
0.3
0.52
0.39
0.31
2.28
0.06
0.51
0.02
0.04
0.07
0.1
0.04
0.64
0.13
0.22
0.06
0.06
0.31
0.2
0.61
0.64
0.39
0.25
0.27
0.56
0.26
0.22
0.23
0.06
0.02
0.03
0.03
0.12
0.02
0.04
0.02
0.17
0.05
0.22
0.62
0.07
0.05
0.82
0.39
0.12
0.01
0.42
0.02
1.8
0.09
0.05
0.05
0.58
0.05
0.14
1.17
0.11
0.08
0.36
0.24
0.02
0.06
0.09
0.3
0.06
0.79
0.1
1.59
1.06
0.03
1.71
0.51
0.04
0.01
0.14
0.24
0.59
0.14
0.51
7.46
0.02
0.64
0.82
0.5
0.77
0.52
0.02
0.92
0.08
0.32
0.13
0.3
0.06
0.66
0.02
0.86
0.27
0.24
1.24
0.86
0.65
0.11
0.06
0.3
0.14
0.03
0.29
0.32
0.01
0.69
0.47
0.02
0.21
0.04
0.8
0.02
0.13
0.1
0.11
0.87
0.12
0.09
0.85
0.04
0.46
0.04
0.79
0.87
0.06
0.01
0.11
0.06
0.08
1.47
0.07
0.1
0.24
0.19
0.08
0.02
0.11
0.07
0.02
3.23
0.04
0.37
0.23
0.03
2.25
0.02
0.56
0.42
0.8
0.04
0.27
0.26
0.7
0.07
0.01
0.36
0.08
0.36
0.47
0.08
0.7
0.08
0.04
1.28
0.15
0.27
0.04
1.37
0.2
0.32
0.01
0.28
0.16
1.11
0.3
0.11
0.06
0.07
0.17
0.09
0.18
0.04
0.09
0.07
0.02
0.14
1.31
0.25
0.19
2.11
1.22
0.06
0.02
2.99
0.74
0.1
0.17
0.03
0.31
0.17
0.09
2.56
0.42
0.13
0.14
0.49
0.41
1.07
0.14
0.16
0.41
0.16
0.15
0.11
0.37
0.16
0.03
0.02
0.18
0.02
0.26
0.08
0.11
0.25
0.24
0.16
0.12
0.13
0.06
0.71
0.07
0.53
0.62
0.56
0.64
0.18
0.56
0.19
0.79
0.59
0.41
0.13
0.59
0.45
1.15
0.05
0.08
1.97
1.31
0.13
0.14
0.83
0.07
0.16
0.04
0.16
0.16
0.35
0.19
0.88
0.06
0.41
0.05
0.42
0.06
2.87
0.08
0.29
0.1
1.7
0.11
0.77
0.17
0.11
0.22
0.14
0.07
0.2
0.09
0.19
0.19
0.02
2.1
0.26
0.33
0.31
0.49
1.55
0.08
11.02
0.33
0.89
0.15
0.27
0.25
1.63
0.67
2.37
0.61
0.26
0.38
1.55
0.01
0.06
0.2
2.65
0.47
0.11
2.0
0.51
1.21
0.08
0.27
0.05
0.76
1.04
0.02
0.14
1.59
0.4
0.47
0.08
0.13
2.12
0.1
0.15
0.09
0.51
0.06
0.03
0.01
0.77
0.15
0.02
0.66
0.28
0.47
0.02
0.02
0.36
0.06
1.01
0.24
0.1
0.33
0.76
0.06
0.1
0.17
1.87
0.3
0.14
0.03
0.04
1.42
1.34
0.11
0.57
0.14
0.28
0.04
0.23
0.84
0.3
0.74
8.42
0.46
0.03
0.08
0.31
0.3
0.05
0.02
0.4
0.29
1.25
0.03
1.93
1.25
0.02
1.29
1.07
0.33
0.11
0.47
0.13
1.1
0.29
0.04
0.11
0.19
0.42
0.27
0.4
0.11
0.26
0.02
0.11
0.03
0.16
0.05
0.34
0.02
0.26
0.03
0.55
0.06
0.97
0.2
0.06
0.01
0.1
0.41
0.34
0.21
0.1
0.13
0.32
0.05
0.02
0.04
0.17
0.03
0.45
0.62
0.15
0.14
0.3
0.11
1.55
11.9
0.02
1.77
0.02
0.06
0.68
0.14
1.24
0.21
0.42
0.03
0.08
1.04
0.5
0.05
0.09
0.19
0.44
0.03
0.18
0.04
0.09
0.02
0.1
0.71
0.08
0.03
0.03
0.16
0.04
0.05
0.09
0.28
1.1
0.05
0.04
0.05
0.42
0.1
13.46
2.62
0.13
0.49
0.14
2.23
0.02
0.01
0.25
0.35
0.14
0.88
0.38
0.12
0.44
0.1
0.14
0.37
1.93
0.38
0.18
2.65
0.07
0.29
0.91
0.3
0.01
0.46
0.14
0.04
0.09
0.04
4.49
0.09
0.12
0.25
0.18
1.23
0.1
0.09
0.06
1.07
1.56
0.03
0.27
0.45
0.67
0.07
0.72
0.03
0.05
0.27
0.24
0.29
0.1
0.36
0.26
0.16
0.12
0.71
0.17
0.27
0.02
0.05
0.14
0.46
0.54
0.03
0.08
0.03
0.34
0.58
0.12
0.14
1.88
0.14
0.54
0.02
0.64
0.04
0.08
0.09
0.08
0.22
0.14
0.28
0.08
0.11
4.03
0.06
0.2
0.1
1.13
0.44
0.19
0.34
0.06
1.47
0.27
1.41
0.15
0.04
0.33
0.43
0.01
0.05
0.16
2.7
0.3
0.2
0.03
0.55
0.02
0.04
0.44
0.05
0.76
0.79
0.13
0.39
0.02
0.63
0.16
0.63
0.21
0.57
0.86
0.07
0.11
0.17
0.18
0.03
0.14
0.42
0.09
0.24
0.24
0.05
0.02
0.33
0.06
0.13
0.08
0.14
0.17
0.02
0.08
0.09
0.33
0.07
0.38
1.23
0.02
0.02
0.03
0.24
1.02
0.12
0.17
0.2
0.07
0.34
0.04
0.67
0.15
0.11
0.03
4.45
0.39
0.14
7.13
0.12
0.03
0.03
0.02
0.03
0.39
0.17
0.34
0.35
0.01
0.04
0.41
0.12
0.02
0.09
0.49
0.02
0.51
5.21
0.2
0.25
0.14
0.04
0.4
0.21
0.06
0.16
0.09
14.76
0.72
0.17
0.16
0.69
0.02
0.41
0.03
0.14
0.07
0.1
1.5
0.42
0.32
0.48
0.03
0.44
6.96
0.07
0.25
0.19
0.04
0.01
0.16
0.22
0.09
0.44
0.12
0.04
0.02
0.03
0.44
0.21
0.1
0.16
1.58
0.03
0.09
0.29
0.24
0.05
0.24
1.77
0.02
0.45
0.25
0.54
0.08
0.04
0.02
0.32
0.09
0.65
0.25
0.24
0.04
0.23
0.22
24.76
0.76
0.02
1.35
0.05
0.61
0.05
0.05
0.39
0.13
0.1
1.52
0.05
0.02
0.19
0.03
0.11
0.02
3.78
1.42
0.43
3.5
1.87
0.09
0.17
0.58
2.89
0.11
0.14
0.08
0.06
0.03
0.57
0.34
0.03
0.17
0.44
0.05
1.55
0.21
0.38
0.12
1.35
0.25
4.31
0.04
0.11
4.08
0.08
0.13
0.13
0.09
0.08
0.43
0.12
0.07
0.25
0.16
1.51
1.47
0.14
0.14
0.76
1.64
0.09
0.46
0.04
0.23
0.32
4.21
0.02
0.02
0.19
0.18
0.26
0.17
0.08
0.66
0.14
0.13
1.39
0.27
0.06
0.21
0.4
0.1
0.06
0.19
0.52
2.47
2.38
0.1
0.14
0.01
0.57
0.04
0.01
0.01
0.17
0.37
0.1
0.05
0.81
0.16
0.06
0.17
0.03
0.34
0.14
0.03
0.04
0.55
0.01
0.02
0.25
0.12
1.3
0.21
0.03
0.06
0.07
0.04
0.1
0.01
0.39
2.2
0.33
0.03
0.25
0.02
0.08
0.08
1.15
0.1
0.51
0.1
0.35
0.01
0.75
0.01
0.58
0.17
0.02
0.13
0.24
0.18
0.14
0.64
1.58
0.01
14.35
0.09
0.05
1.43
0.02
0.19
0.03
0.12
1.23
1.83
0.03
0.08
0.48
0.04
0.05
0.06
2.17
0.48
0.03
0.17
0.32
0.7
0.29
0.41
1.15
0.06
0.15
0.76
0.1
0.28
0.31
0.02
0.67
1.11
0.13
1.44
0.04
1.79
0.97
0.26
0.06
0.41
0.03
1.2
0.02
0.17
0.12
0.05
0.03
2.38
0.04
0.07
0.02
0.09
0.25
0.23
0.93
0.68
0.41
0.19
0.33
0.03
0.06
0.11
0.27
0.18
1.37
0.26
0.77
0.11
0.04
0.02
0.29
0.63
0.03
0.12
0.7
0.5
0.27
0.25
0.02
0.14
8.76
0.35
0.16
0.03
0.02
0.38
3.15
0.91
1.14
0.28
0.17
7.6
0.28
0.07
0.49
0.01
0.24
0.19
0.39
0.63
0.1
1.67
0.88
0.23
0.07
1.08
0.22
0.09
0.3
0.45
0.32
0.38
0.23
0.09
0.24
0.07
0.73
0.15
0.11
0.48
0.59
1.35
1.51
0.03
0.45
0.07
0.18
0.64
0.83
0.19
0.01
0.33
0.18
3.08
0.17
0.24
0.55
0.89
0.21
0.94
0.43
1.08
1.59
0.01
0.03
0.2
1.16
0.28
0.07
0.67
0.07
0.34
0.03
0.22
0.44
0.13
0.81
0.04
0.83
0.24
0.71
0.11
0.08
1.23
0.11
0.93
1.16
0.39
0.04
0.05
0.08
0.31
0.14
0.1
0.29
0.01
0.01
0.25
0.18
0.16
0.48
0.21
0.29
0.14
0.34
0.79
0.18
0.46
0.11
0.08
0.02
0.73
0.82
0.63
0.09
0.25
0.35
0.03
0.61
0.03
0.34
0.22
0.7
0.03
2.09
0.24
0.01
0.06
0.08
0.12
0.93
0.16
0.33
0.05
0.06
0.59
0.42
0.03
1.14
0.02
0.68
0.02
0.14
3.62
0.27
0.23
0.59
0.12
12.21
2.07
0.56
0.22
1.76
0.57
0.14
0.06
0.36
0.05
0.15
0.23
0.2
0.64
0.17
0.15
0.73
0.39
1.86
0.41
0.31
1.22
0.01
0.12
0.95
0.36
1.1
0.07
0.23
0.07
0.5
0.4
0.19
0.12
0.31
0.08
0.07
2.09
0.21
0.03
0.31
0.16
0.01
0.26
0.02
0.08
0.11
0.39
0.85
0.15
0.46
0.41
0.95
0.25
0.22
0.68
0.1
0.16
0.51
0.22
0.14
0.03
0.31
0.07
0.16
0.03
0.01
0.2
0.66
0.27
0.56
0.61
0.02
0.06
0.18
0.02
0.12
0.14
0.14
0.72
0.02
0.93
0.16
0.04
0.07
0.64
0.11
0.12
0.2
0.29
0.45
0.17
0.97
0.36
0.1
0.06
0.49
0.26
0.66
0.23
0.1
0.41
0.14
0.6
0.87
0.11
0.06
0.3
0.18
3.12
0.28
0.04
0.05
0.16
0.41
0.03
0.28
0.65
0.01
1.52
0.13
0.78
0.61
0.72
0.16
0.16
0.04
0.75
0.47
0.01
0.21
0.91
0.8
0.05
0.08
0.02
0.16
0.54
3.45
0.07
0.12
0.03
0.14
0.03
1.41
0.62
1.0
2.92
0.09
0.16
2.09
0.03
0.22
0.07
0.05
0.07
0.61
0.2
0.24
0.16
0.14
0.01
0.08
0.19
0.14
0.03
1.07
0.13
0.19
0.25
0.03
0.55
6.96
0.09
0.57
0.96
0.03
0.23
2.17
0.13
0.06
0.01
0.07
0.02
0.02
0.43
0.58
0.11
0.22
0.42
0.71
0.04
0.03
0.19
0.02
0.11
0.28
0.17
0.03
0.18
1.05
0.01
0.33
0.07
0.02
0.2
1.1
0.1
0.12
0.04
0.14
0.05
0.03
0.4
0.06
0.19
0.16
0.03
0.1
0.02
0.67
16.38
0.07
0.56
0.07
0.33
0.06
0.11
1.45
0.02
0.03
0.57
2.08
0.05
0.01
0.17
0.6
0.01
0.81
0.08
0.44
0.07
0.16
0.38
0.12
0.28
0.02
0.02
0.27
0.09
0.26
0.12
0.54
1.38
0.16
0.08
0.37
0.27
0.19
0.01
0.16
0.02
0.35
0.24
0.18
0.3
0.17
0.02
0.11
0.01
0.2
0.04
0.11
0.23
0.03
0.6
0.03
0.08
0.01
0.33
0.94
2.23
0.09
0.45
0.44
0.12
0.11
0.08
0.29
1.11
0.07
0.33
0.07
0.02
0.16
0.03
0.04
0.19
1.04
0.05
0.04
0.61
0.14
0.39
0.37
4.35
0.03
0.27
0.98
0.04
0.06
0.54
0.06
0.02
3.15
0.02
0.44
0.02
0.17
0.23
0.13
0.09
0.17
0.05
0.68
0.22
0.15
0.03
0.14
0.12
0.01
0.04
0.04
0.14
0.1
0.03
0.16
10.57
0.58
0.02
0.71
0.21
0.67
0.42
0.01
0.11
0.05
0.05
0.21
0.09
0.03
0.05
0.4
0.14
0.29
0.16
0.43
0.12
0.14
0.28
0.94
0.12
0.19
0.3
0.48
0.08
0.06
0.05
0.07
0.03
0.56
0.1
2.81
1.15
0.42
0.08
0.02
0.35
0.01
0.17
4.64
0.12
0.01
0.18
2.35
0.13
0.03
0.05
0.02
0.09
0.08
0.07
1.17
0.01
0.03
1.08
0.13
2.83
0.14
0.03
0.06
0.1
0.17
0.21
0.1
0.01
0.08
0.09
0.04
0.13
0.69
0.24
2.94
0.2
7.69
0.79
0.23
0.02
0.06
0.19
0.06
0.34
0.18
0.13
1.23
0.05
0.5
0.08
1.42
0.06
0.13
0.08
0.52
0.06
0.06
0.09
0.48
0.08
0.05
0.31
0.15
0.04
0.73
0.01
0.16
0.26
0.54
0.37
0.55
0.12
0.13
0.08
1.34
0.21
1.73
2.25
0.2
1.09
0.15
0.08
0.05
0.06
0.05
0.79
0.05
0.28
0.68
0.08
0.53
0.5
0.06
0.07
1.36
1.64
0.17
0.19
0.15
0.08
0.08
1.26
0.08
0.82
0.02
0.03
0.56
0.42
14.03
0.58
0.1
0.01
0.24
0.02
0.03
0.87
0.27
0.76
0.34
0.22
0.07
0.05
0.02
0.04
0.07
0.05
4.05
0.71
0.07
0.16
0.06
0.7
0.15
0.15
0.16
0.05
0.01
0.15
1.27
1.45
0.74
0.04
0.2
0.18
0.03
0.39
0.01
0.09
0.06
0.02
0.92
0.77
0.44
0.11
0.01
0.26
0.03
0.22
0.05
3.59
0.14
0.06
0.03
0.13
0.42
2.0
4.21
0.1
1.02
0.03
0.02
0.07
0.87
0.17
0.02
0.14
0.04
0.07
0.2
0.22
0.03
2.03
0.1
0.45
0.02
0.03
0.11
1.34
0.65
0.1
0.74
0.62
0.11
0.02
0.26
0.65
0.14
1.92
0.02
0.04
0.1
1.05
0.64
0.17
0.08
0.05
1.61
0.11
0.05
0.07
0.1
0.17
0.16
0.12
1.27
0.61
0.12
0.02
0.9
0.52
0.04
0.15
6.39
0.03
0.28
0.05
2.52
0.1
1.99
3.38
0.01
0.25
0.22
0.08
0.02
0.38
0.09
0.5
0.32
0.03
0.15
0.03
0.03
0.15
0.9
0.07
0.61
0.04
0.57
0.04
0.41
0.17
0.22
3.33
0.11
0.24
0.31
0.03
0.17
0.07
0.06
0.41
0.13
0.37
0.16
0.58
0.56
0.51
0.2
0.1
0.02
0.2
1.25
0.02
0.02
0.84
0.12
0.35
0.07
0.08
0.17
0.56
4.34
0.15
0.11
0.06
0.15
0.06
0.23
